mun;ano;group;qtdp;n;p
110033;2016;Autóctone;10k-100k;2;2,63157894736842e-02
110033;2016;Autóctone;NA;8;1,05263157894737e-01
110033;2016;Importado;<200;1;7,14285714285714e-02
110033;2016;Importado;200-300;1;7,14285714285714e-02
110033;2016;Importado;300-500;2;1,42857142857143e-01
110033;2016;Importado;500-10k;10;7,14285714285714e-01
110033;2016;NA;500-10k;1;1,00000000000000e+00
110033;2017;Autóctone;<200;5;1,08695652173913e-01
110033;2017;Autóctone;200-300;3;6,52173913043478e-02
110033;2017;Autóctone;300-500;12;2,60869565217391e-01
110033;2017;Autóctone;500-10k;25;5,43478260869565e-01
110033;2017;Autóctone;NA;1;2,17391304347826e-02
110033;2017;Importado;<200;1;4,76190476190476e-02
110033;2017;Importado;200-300;2;9,52380952380952e-02
110033;2017;Importado;300-500;2;9,52380952380952e-02
110033;2017;Importado;500-10k;13;6,19047619047619e-01
110033;2017;Importado;10k-100k;3;1,42857142857143e-01
110033;2017;NA;<200;1;1,00000000000000e+00
110033;2018;Autóctone;<200;3;2,80373831775701e-02
110033;2018;Autóctone;200-300;10;9,34579439252336e-02
110033;2018;Autóctone;300-500;13;1,21495327102804e-01
110033;2018;Autóctone;500-10k;65;6,07476635514019e-01
110033;2018;Autóctone;10k-100k;2;1,86915887850467e-02
110033;2018;Autóctone;NA;14;1,30841121495327e-01
110033;2018;Importado;300-500;5;2,77777777777778e-01
110033;2018;Importado;500-10k;12;6,66666666666667e-01
110033;2018;Importado;NA;1;5,55555555555556e-02
110033;2018;NA;500-10k;1;1,00000000000000e+00
110033;2019;Autóctone;<200;1;2,94117647058824e-02
110033;2019;Autóctone;200-300;3;8,82352941176471e-02
110033;2019;Autóctone;300-500;10;2,94117647058824e-01
110033;2019;Autóctone;500-10k;17;5,00000000000000e-01
110033;2019;Autóctone;10k-100k;2;5,88235294117647e-02
110033;2019;Autóctone;>100k;1;2,94117647058824e-02
110033;2019;Importado;<200;1;5,00000000000000e-02
110033;2019;Importado;200-300;3;1,50000000000000e-01
110033;2019;Importado;300-500;6;3,00000000000000e-01
110033;2019;Importado;500-10k;7;3,50000000000000e-01
110033;2019;Importado;10k-100k;3;1,50000000000000e-01
110033;2019;NA;10k-100k;1;1,00000000000000e+00
110033;2020;Autóctone;200-300;1;4,16666666666667e-02
110033;2020;Autóctone;300-500;5;2,08333333333333e-01
110033;2020;Autóctone;500-10k;16;6,66666666666667e-01
110033;2020;Autóctone;10k-100k;2;8,33333333333333e-02
110033;2020;Importado;300-500;3;4,28571428571429e-01
110033;2020;Importado;500-10k;4;5,71428571428571e-01
110034;2007;Autóctone;<200;14;8,69565217391304e-02
110034;2007;Autóctone;200-300;58;3,60248447204969e-01
110034;2007;Autóctone;300-500;48;2,98136645962733e-01
110034;2007;Autóctone;500-10k;36;2,23602484472050e-01
110034;2007;Autóctone;10k-100k;5;3,10559006211180e-02
110034;2007;Importado;<200;17;6,11510791366906e-02
110034;2007;Importado;200-300;86;3,09352517985612e-01
110034;2007;Importado;300-500;93;3,34532374100719e-01
110034;2007;Importado;500-10k;69;2,48201438848921e-01
110034;2007;Importado;10k-100k;13;4,67625899280576e-02
110034;2008;Autóctone;<200;31;2,89719626168224e-01
110034;2008;Autóctone;200-300;32;2,99065420560748e-01
110034;2008;Autóctone;300-500;31;2,89719626168224e-01
110034;2008;Autóctone;500-10k;12;1,12149532710280e-01
110034;2008;Autóctone;10k-100k;1;9,34579439252336e-03
110034;2008;Importado;<200;10;1,53846153846154e-01
110034;2008;Importado;200-300;14;2,15384615384615e-01
110034;2008;Importado;300-500;20;3,07692307692308e-01
110034;2008;Importado;500-10k;16;2,46153846153846e-01
110034;2008;Importado;10k-100k;5;7,69230769230769e-02
110034;2009;Autóctone;<200;12;1,79104477611940e-01
110034;2009;Autóctone;200-300;22;3,28358208955224e-01
110034;2009;Autóctone;300-500;25;3,73134328358209e-01
110034;2009;Autóctone;500-10k;7;1,04477611940299e-01
110034;2009;Autóctone;10k-100k;1;1,49253731343284e-02
110034;2009;Importado;<200;5;9,09090909090909e-02
110034;2009;Importado;200-300;6;1,09090909090909e-01
110034;2009;Importado;300-500;25;4,54545454545455e-01
110034;2009;Importado;500-10k;19;3,45454545454545e-01
110034;2010;Autóctone;<200;22;4,40000000000000e-01
110034;2010;Autóctone;200-300;14;2,80000000000000e-01
110034;2010;Autóctone;300-500;7;1,40000000000000e-01
110034;2010;Autóctone;500-10k;7;1,40000000000000e-01
110034;2010;Importado;<200;12;2,30769230769231e-01
110034;2010;Importado;200-300;11;2,11538461538462e-01
110034;2010;Importado;300-500;15;2,88461538461538e-01
110034;2010;Importado;500-10k;14;2,69230769230769e-01
110034;2010;NA;<200;1;5,00000000000000e-01
110034;2010;NA;500-10k;1;5,00000000000000e-01
110034;2011;Autóctone;<200;17;5,15151515151515e-01
110034;2011;Autóctone;200-300;10;3,03030303030303e-01
110034;2011;Autóctone;300-500;5;1,51515151515152e-01
110034;2011;Autóctone;500-10k;1;3,03030303030303e-02
110034;2011;Importado;<200;18;3,46153846153846e-01
110034;2011;Importado;200-300;12;2,30769230769231e-01
110034;2011;Importado;300-500;13;2,50000000000000e-01
110034;2011;Importado;500-10k;8;1,53846153846154e-01
110034;2011;Importado;>100k;1;1,92307692307692e-02
110034;2012;Autóctone;<200;13;4,33333333333333e-01
110034;2012;Autóctone;200-300;4;1,33333333333333e-01
110034;2012;Autóctone;300-500;9;3,00000000000000e-01
110034;2012;Autóctone;500-10k;3;1,00000000000000e-01
110034;2012;Autóctone;>100k;1;3,33333333333333e-02
110034;2012;Importado;<200;6;3,00000000000000e-01
110034;2012;Importado;200-300;1;5,00000000000000e-02
110034;2012;Importado;300-500;8;4,00000000000000e-01
110034;2012;Importado;500-10k;5;2,50000000000000e-01
110034;2013;Autóctone;<200;14;7,77777777777778e-01
110034;2013;Autóctone;200-300;4;2,22222222222222e-01
110034;2013;Importado;<200;13;5,41666666666667e-01
110034;2013;Importado;200-300;6;2,50000000000000e-01
110034;2013;Importado;300-500;3;1,25000000000000e-01
110034;2013;Importado;500-10k;2;8,33333333333333e-02
110034;2014;Autóctone;<200;45;9,00000000000000e-01
110034;2014;Autóctone;200-300;4;8,00000000000000e-02
110034;2014;Autóctone;300-500;1;2,00000000000000e-02
110034;2014;Importado;<200;35;8,75000000000000e-01
110034;2014;Importado;200-300;4;1,00000000000000e-01
110034;2014;Importado;300-500;1;2,50000000000000e-02
110034;2015;Autóctone;<200;13;4,48275862068966e-01
110034;2015;Autóctone;200-300;8;2,75862068965517e-01
110034;2015;Autóctone;300-500;7;2,41379310344828e-01
110034;2015;Autóctone;500-10k;1;3,44827586206897e-02
110034;2015;Importado;<200;5;2,27272727272727e-01
110034;2015;Importado;200-300;7;3,18181818181818e-01
110034;2015;Importado;300-500;6;2,72727272727273e-01
110034;2015;Importado;500-10k;3;1,36363636363636e-01
110034;2015;Importado;10k-100k;1;4,54545454545455e-02
110034;2016;Autóctone;<200;9;3,75000000000000e-01
110034;2016;Autóctone;200-300;4;1,66666666666667e-01
110034;2016;Autóctone;300-500;9;3,75000000000000e-01
110034;2016;Autóctone;500-10k;2;8,33333333333333e-02
110034;2016;Importado;<200;4;2,50000000000000e-01
110034;2016;Importado;200-300;2;1,25000000000000e-01
110034;2016;Importado;300-500;7;4,37500000000000e-01
110034;2016;Importado;500-10k;2;1,25000000000000e-01
110034;2016;Importado;10k-100k;1;6,25000000000000e-02
110034;2017;Autóctone;<200;1;2,00000000000000e-01
110034;2017;Autóctone;200-300;1;2,00000000000000e-01
110034;2017;Autóctone;300-500;3;6,00000000000000e-01
110034;2017;Importado;<200;2;8,69565217391304e-02
110034;2017;Importado;200-300;4;1,73913043478261e-01
110034;2017;Importado;300-500;11;4,78260869565217e-01
110034;2017;Importado;500-10k;5;2,17391304347826e-01
110034;2017;Importado;10k-100k;1;4,34782608695652e-02
110034;2018;Autóctone;200-300;1;1,25000000000000e-01
110034;2018;Autóctone;300-500;6;7,50000000000000e-01
110034;2018;Autóctone;500-10k;1;1,25000000000000e-01
110034;2018;Importado;<200;1;7,69230769230769e-02
110034;2018;Importado;200-300;5;3,84615384615385e-01
110034;2018;Importado;300-500;5;3,84615384615385e-01
110034;2018;Importado;500-10k;2;1,53846153846154e-01
110034;2019;Importado;300-500;2;1,00000000000000e+00
110034;2020;Importado;300-500;2;3,33333333333333e-01
110034;2020;Importado;500-10k;3;5,00000000000000e-01
110034;2020;Importado;10k-100k;1;1,66666666666667e-01
110037;2007;Autóctone;200-300;1;5,00000000000000e-01
110037;2007;Autóctone;300-500;1;5,00000000000000e-01
110037;2007;Importado;<200;1;2,77777777777778e-02
110037;2007;Importado;200-300;3;8,33333333333333e-02
110037;2007;Importado;300-500;14;3,88888888888889e-01
110037;2007;Importado;500-10k;18;5,00000000000000e-01
110037;2008;Importado;<200;6;9,23076923076923e-02
110037;2008;Importado;200-300;5;7,69230769230769e-02
110037;2008;Importado;300-500;21;3,23076923076923e-01
110037;2008;Importado;500-10k;31;4,76923076923077e-01
110037;2008;Importado;10k-100k;2;3,07692307692308e-02
110037;2008;NA;300-500;1;1,00000000000000e+00
110037;2009;Importado;<200;4;2,10526315789474e-01
110037;2009;Importado;200-300;2;1,05263157894737e-01
110037;2009;Importado;300-500;6;3,15789473684211e-01
110037;2009;Importado;500-10k;7;3,68421052631579e-01
110037;2009;NA;10k-100k;1;1,00000000000000e+00
110037;2010;Importado;<200;8;3,20000000000000e-01
110037;2010;Importado;200-300;3;1,20000000000000e-01
110037;2010;Importado;300-500;4;1,60000000000000e-01
110037;2010;Importado;500-10k;8;3,20000000000000e-01
110037;2010;Importado;10k-100k;2;8,00000000000000e-02
110037;2011;Importado;200-300;2;1,66666666666667e-01
110037;2011;Importado;300-500;1;8,33333333333333e-02
110037;2011;Importado;500-10k;9;7,50000000000000e-01
110037;2012;Importado;300-500;1;1,11111111111111e-01
110037;2012;Importado;500-10k;7;7,77777777777778e-01
110037;2012;Importado;10k-100k;1;1,11111111111111e-01
110037;2013;Autóctone;300-500;1;5,00000000000000e-01
110037;2013;Autóctone;500-10k;1;5,00000000000000e-01
110037;2013;Importado;<200;2;2,50000000000000e-01
110037;2013;Importado;500-10k;6;7,50000000000000e-01
110037;2014;Importado;<200;1;1,25000000000000e-01
110037;2014;Importado;300-500;3;3,75000000000000e-01
110037;2014;Importado;500-10k;4;5,00000000000000e-01
110037;2015;Importado;300-500;2;6,66666666666667e-01
110037;2015;Importado;500-10k;1;3,33333333333333e-01
110037;2016;Importado;300-500;2;6,66666666666667e-01
110037;2016;Importado;500-10k;1;3,33333333333333e-01
110037;2016;NA;500-10k;4;1,00000000000000e+00
110037;2017;Importado;300-500;4;6,66666666666667e-01
110037;2017;Importado;500-10k;2;3,33333333333333e-01
110037;2018;Autóctone;300-500;1;1,00000000000000e+00
110037;2018;Importado;500-10k;3;1,00000000000000e+00
110037;2019;Importado;300-500;2;5,00000000000000e-01
110037;2019;Importado;500-10k;2;5,00000000000000e-01
110037;2020;Importado;300-500;1;5,00000000000000e-01
110037;2020;Importado;500-10k;1;5,00000000000000e-01
110040;2007;Autóctone;<200;793;3,23409461663948e-01
110040;2007;Autóctone;200-300;475;1,93719412724307e-01
110040;2007;Autóctone;300-500;663;2,70391517128874e-01
110040;2007;Autóctone;500-10k;508;2,07177814029364e-01
110040;2007;Autóctone;10k-100k;12;4,89396411092985e-03
110040;2007;Autóctone;>100k;1;4,07830342577488e-04
110040;2007;Importado;<200;95;2,74566473988439e-01
110040;2007;Importado;200-300;84;2,42774566473988e-01
110040;2007;Importado;300-500;97;2,80346820809249e-01
110040;2007;Importado;500-10k;68;1,96531791907514e-01
110040;2007;Importado;10k-100k;2;5,78034682080925e-03
110040;2007;NA;<200;2;2,22222222222222e-01
110040;2007;NA;200-300;4;4,44444444444444e-01
110040;2007;NA;300-500;2;2,22222222222222e-01
110040;2007;NA;10k-100k;1;1,11111111111111e-01
110040;2008;Autóctone;<200;446;2,82636248415716e-01
110040;2008;Autóctone;200-300;273;1,73003802281369e-01
110040;2008;Autóctone;300-500;478;3,02915082382763e-01
110040;2008;Autóctone;500-10k;376;2,38276299112801e-01
110040;2008;Autóctone;10k-100k;5;3,16856780735108e-03
110040;2008;Importado;<200;49;2,40196078431373e-01
110040;2008;Importado;200-300;39;1,91176470588235e-01
110040;2008;Importado;300-500;75;3,67647058823529e-01
110040;2008;Importado;500-10k;41;2,00980392156863e-01
110040;2008;NA;200-300;1;1,00000000000000e+00
110040;2009;Autóctone;<200;318;3,09037900874636e-01
110040;2009;Autóctone;200-300;157;1,52575315840622e-01
110040;2009;Autóctone;300-500;389;3,78036929057337e-01
110040;2009;Autóctone;500-10k;160;1,55490767735666e-01
110040;2009;Autóctone;10k-100k;5;4,85908649173955e-03
110040;2009;Importado;<200;43;2,12871287128713e-01
110040;2009;Importado;200-300;41;2,02970297029703e-01
110040;2009;Importado;300-500;99;4,90099009900990e-01
110040;2009;Importado;500-10k;18;8,91089108910891e-02
110040;2009;Importado;10k-100k;1;4,95049504950495e-03
110040;2009;NA;500-10k;1;1,00000000000000e+00
110040;2010;Autóctone;<200;238;2,42115971515768e-01
110040;2010;Autóctone;200-300;144;1,46490335707019e-01
110040;2010;Autóctone;300-500;393;3,99796541200407e-01
110040;2010;Autóctone;500-10k;206;2,09562563580875e-01
110040;2010;Autóctone;10k-100k;2;2,03458799593082e-03
110040;2010;Importado;<200;37;1,36029411764706e-01
110040;2010;Importado;200-300;39;1,43382352941176e-01
110040;2010;Importado;300-500;145;5,33088235294118e-01
110040;2010;Importado;500-10k;50;1,83823529411765e-01
110040;2010;Importado;10k-100k;1;3,67647058823529e-03
110040;2011;Autóctone;<200;167;3,52320675105485e-01
110040;2011;Autóctone;200-300;103;2,17299578059072e-01
110040;2011;Autóctone;300-500;118;2,48945147679325e-01
110040;2011;Autóctone;500-10k;85;1,79324894514768e-01
110040;2011;Autóctone;10k-100k;1;2,10970464135021e-03
110040;2011;Importado;<200;41;2,15789473684211e-01
110040;2011;Importado;200-300;28;1,47368421052632e-01
110040;2011;Importado;300-500;73;3,84210526315789e-01
110040;2011;Importado;500-10k;48;2,52631578947368e-01
110040;2012;Autóctone;<200;35;3,64583333333333e-01
110040;2012;Autóctone;200-300;16;1,66666666666667e-01
110040;2012;Autóctone;300-500;31;3,22916666666667e-01
110040;2012;Autóctone;500-10k;13;1,35416666666667e-01
110040;2012;Autóctone;NA;1;1,04166666666667e-02
110040;2012;Importado;<200;17;2,26666666666667e-01
110040;2012;Importado;200-300;15;2,00000000000000e-01
110040;2012;Importado;300-500;27;3,60000000000000e-01
110040;2012;Importado;500-10k;16;2,13333333333333e-01
110040;2013;Autóctone;<200;5;3,33333333333333e-01
110040;2013;Autóctone;200-300;2;1,33333333333333e-01
110040;2013;Autóctone;300-500;8;5,33333333333333e-01
110040;2013;Importado;<200;13;4,48275862068966e-01
110040;2013;Importado;200-300;4;1,37931034482759e-01
110040;2013;Importado;300-500;8;2,75862068965517e-01
110040;2013;Importado;500-10k;4;1,37931034482759e-01
110040;2013;NA;<200;2;6,66666666666667e-01
110040;2013;NA;300-500;1;3,33333333333333e-01
110040;2014;Autóctone;<200;1;6,25000000000000e-02
110040;2014;Autóctone;200-300;1;6,25000000000000e-02
110040;2014;Autóctone;300-500;4;2,50000000000000e-01
110040;2014;Autóctone;500-10k;8;5,00000000000000e-01
110040;2014;Autóctone;10k-100k;2;1,25000000000000e-01
110040;2014;Importado;<200;11;2,03703703703704e-01
110040;2014;Importado;200-300;7;1,29629629629630e-01
110040;2014;Importado;300-500;17;3,14814814814815e-01
110040;2014;Importado;500-10k;19;3,51851851851852e-01
110040;2015;Autóctone;<200;4;7,84313725490196e-02
110040;2015;Autóctone;200-300;10;1,96078431372549e-01
110040;2015;Autóctone;300-500;23;4,50980392156863e-01
110040;2015;Autóctone;500-10k;11;2,15686274509804e-01
110040;2015;Autóctone;NA;3;5,88235294117647e-02
110040;2015;Importado;<200;2;8,00000000000000e-02
110040;2015;Importado;200-300;1;4,00000000000000e-02
110040;2015;Importado;300-500;11;4,40000000000000e-01
110040;2015;Importado;500-10k;11;4,40000000000000e-01
110040;2016;Autóctone;<200;11;1,39240506329114e-01
110040;2016;Autóctone;200-300;6;7,59493670886076e-02
110040;2016;Autóctone;300-500;46;5,82278481012658e-01
110040;2016;Autóctone;500-10k;16;2,02531645569620e-01
110040;2016;Importado;<200;15;1,61290322580645e-01
110040;2016;Importado;200-300;14;1,50537634408602e-01
110040;2016;Importado;300-500;35;3,76344086021505e-01
110040;2016;Importado;500-10k;27;2,90322580645161e-01
110040;2016;Importado;10k-100k;2;2,15053763440860e-02
110040;2017;Autóctone;<200;21;1,81034482758621e-01
110040;2017;Autóctone;200-300;22;1,89655172413793e-01
110040;2017;Autóctone;300-500;49;4,22413793103448e-01
110040;2017;Autóctone;500-10k;22;1,89655172413793e-01
110040;2017;Autóctone;10k-100k;2;1,72413793103448e-02
110040;2017;Importado;<200;12;1,34831460674157e-01
110040;2017;Importado;200-300;14;1,57303370786517e-01
110040;2017;Importado;300-500;45;5,05617977528090e-01
110040;2017;Importado;500-10k;15;1,68539325842697e-01
110040;2017;Importado;10k-100k;3;3,37078651685393e-02
110040;2018;Autóctone;<200;18;1,16883116883117e-01
110040;2018;Autóctone;200-300;16;1,03896103896104e-01
110040;2018;Autóctone;300-500;76;4,93506493506494e-01
110040;2018;Autóctone;500-10k;40;2,59740259740260e-01
110040;2018;Autóctone;10k-100k;4;2,59740259740260e-02
110040;2018;Importado;<200;17;2,20779220779221e-01
110040;2018;Importado;200-300;9;1,16883116883117e-01
110040;2018;Importado;300-500;29;3,76623376623377e-01
110040;2018;Importado;500-10k;22;2,85714285714286e-01
110040;2019;Autóctone;<200;3;4,34782608695652e-02
110040;2019;Autóctone;200-300;8;1,15942028985507e-01
110040;2019;Autóctone;300-500;27;3,91304347826087e-01
110040;2019;Autóctone;500-10k;29;4,20289855072464e-01
110040;2019;Autóctone;10k-100k;2;2,89855072463768e-02
110040;2019;Importado;<200;3;7,31707317073171e-02
110040;2019;Importado;200-300;5;1,21951219512195e-01
110040;2019;Importado;300-500;19;4,63414634146341e-01
110040;2019;Importado;500-10k;13;3,17073170731707e-01
110040;2019;Importado;10k-100k;1;2,43902439024390e-02
110040;2019;NA;500-10k;1;1,00000000000000e+00
110040;2020;Autóctone;<200;1;1,25000000000000e-01
110040;2020;Autóctone;300-500;3;3,75000000000000e-01
110040;2020;Autóctone;500-10k;4;5,00000000000000e-01
110040;2020;Importado;<200;1;1,42857142857143e-01
110040;2020;Importado;200-300;1;1,42857142857143e-01
110040;2020;Importado;300-500;2;2,85714285714286e-01
110040;2020;Importado;500-10k;2;2,85714285714286e-01
110040;2020;Importado;10k-100k;1;1,42857142857143e-01
110045;2007;Autóctone;<200;275;1,05404369490226e-01
110045;2007;Autóctone;200-300;355;1,36067458796474e-01
110045;2007;Autóctone;300-500;908;3,48026063625910e-01
110045;2007;Autóctone;500-10k;982;3,76389421234189e-01
110045;2007;Autóctone;10k-100k;84;3,21962437715600e-02
110045;2007;Autóctone;>100k;5;1,91644308164048e-03
110045;2007;Importado;<200;1006;1,56211180124224e-01
110045;2007;Importado;200-300;1098;1,70496894409938e-01
110045;2007;Importado;300-500;2110;3,27639751552795e-01
110045;2007;Importado;500-10k;2098;3,25776397515528e-01
110045;2007;Importado;10k-100k;123;1,90993788819876e-02
110045;2007;Importado;>100k;5;7,76397515527950e-04
110045;2007;NA;<200;2;2,22222222222222e-01
