src;ano;casos;group
210810;2010;1;Importado
210810;2012;2;Importado
210810;2013;3;Autóctone
210810;2014;3;Autóctone
210810;2017;1;Importado
210810;2018;1;Autóctone
210820;2007;1;Autóctone
210820;2008;1;Importado
210820;2010;2;Autóctone
210820;2010;1;Importado
210820;2012;1;Autóctone
210825;2007;85;Autóctone
210825;2007;25;Importado
210825;2008;31;Autóctone
210825;2008;7;Importado
210825;2009;61;Autóctone
210825;2009;9;Importado
210825;2010;6;Autóctone
210825;2010;2;Importado
210825;2011;8;Autóctone
210825;2011;2;Importado
210825;2012;2;Autóctone
210825;2012;2;Importado
210825;2013;9;Autóctone
210825;2014;8;Autóctone
210825;2014;1;Importado
210825;2015;13;Autóctone
210825;2015;12;Importado
210825;2016;1;Autóctone
210830;2007;45;Autóctone
210830;2007;5;Importado
210830;2008;7;Autóctone
210830;2008;2;Importado
210830;2009;1;Importado
210840;2011;2;Autóctone
210840;2011;1;Importado
210845;2007;2;Autóctone
210845;2007;4;Importado
210845;2009;17;Autóctone
210845;2009;1;Importado
210845;2010;34;Autóctone
210845;2010;7;Importado
210845;2011;2;Importado
210845;2012;2;Autóctone
210845;2014;1;Importado
210845;2015;1;Autóctone
210845;2016;3;Autóctone
210845;2016;1;Importado
210845;2018;1;Autóctone
210850;2007;175;Autóctone
210850;2007;15;Importado
210850;2008;13;Autóctone
210850;2008;2;Importado
210850;2009;7;Autóctone
210850;2009;2;Importado
210850;2010;1;Autóctone
210850;2012;2;Autóctone
210850;2013;1;Autóctone
210850;2018;4;Autóctone
210850;2019;1;Autóctone
210860;2007;5;Autóctone
210860;2007;3;Importado
210860;2008;9;Autóctone
210860;2008;4;Importado
210860;2009;6;Autóctone
210860;2009;4;Importado
210860;2010;3;Autóctone
210860;2010;4;Importado
210860;2011;29;Autóctone
210860;2011;13;Importado
210860;2012;14;Autóctone
210860;2012;3;Importado
210860;2013;1;Importado
210860;2014;1;Importado
210870;2007;3;Autóctone
210870;2009;1;Importado
210870;2010;2;Importado
210870;2011;1;Autóctone
210880;2007;84;Autóctone
210880;2007;11;Importado
210880;2008;8;Autóctone
210880;2008;5;Importado
210880;2009;14;Autóctone
210880;2009;17;Importado
210880;2010;1;Autóctone
210880;2010;4;Importado
210880;2011;1;Importado
210880;2013;1;Importado
210890;2007;1;Autóctone
210890;2007;2;Importado
210890;2010;1;Autóctone
210890;2011;1;Autóctone
210890;2012;1;Autóctone
210890;2015;1;Autóctone
210900;2008;1;Autóctone
210900;2009;1;Importado
210900;2010;1;Importado
210900;2013;6;Importado
210905;2009;6;Autóctone
210905;2009;2;Importado
210905;2010;5;Autóctone
210905;2010;1;Importado
210910;2007;13;Autóctone
210910;2008;9;Autóctone
210910;2010;1;Autóctone
210910;2011;4;Autóctone
210910;2012;1;Importado
210910;2017;1;Importado
210910;2018;2;Autóctone
210910;2019;1;Autóctone
210920;2007;24;Autóctone
210920;2008;24;Autóctone
210920;2008;1;Importado
210920;2009;92;Autóctone
210920;2009;10;Importado
210920;2010;35;Autóctone
210920;2010;4;Importado
210920;2011;2;Autóctone
210920;2011;1;Importado
210920;2012;1;Autóctone
210923;2007;17;Autóctone
210923;2007;8;Importado
210923;2008;27;Autóctone
210923;2008;10;Importado
210923;2009;40;Autóctone
210923;2009;6;Importado
210923;2010;39;Autóctone
210923;2010;10;Importado
210923;2011;10;Autóctone
210923;2011;3;Importado
210923;2012;1;Autóctone
210923;2013;5;Autóctone
210923;2015;1;Autóctone
210923;2016;3;Autóctone
210923;2018;4;Autóctone
210927;2007;122;Autóctone
210927;2007;23;Importado
210927;2008;895;Autóctone
210927;2008;60;Importado
210927;2009;163;Autóctone
210927;2009;23;Importado
210927;2010;28;Autóctone
210927;2010;7;Importado
210927;2011;223;Autóctone
210927;2011;19;Importado
210927;2012;48;Autóctone
210927;2012;6;Importado
210927;2013;125;Autóctone
210927;2013;8;Importado
210927;2014;23;Autóctone
210927;2014;2;Importado
210930;2007;7;Autóctone
210930;2007;1;Importado
210930;2008;2;Autóctone
210930;2009;2;Autóctone
210930;2010;1;Autóctone
210930;2011;1;Autóctone
210930;2013;5;Autóctone
210930;2013;3;Importado
210930;2014;1;Autóctone
210940;2009;2;Autóctone
210940;2009;1;Importado
210945;2007;51;Autóctone
210945;2007;4;Importado
210945;2008;69;Autóctone
210945;2008;6;Importado
210945;2009;11;Autóctone
210945;2010;1;Autóctone
210945;2010;2;Importado
210945;2011;1;Autóctone
210945;2011;1;Importado
210955;2011;1;Autóctone
210955;2013;2;Autóctone
210960;2007;8;Autóctone
210960;2007;1;Importado
210960;2008;15;Autóctone
210960;2008;2;Importado
210960;2009;30;Autóctone
210960;2009;1;Importado
210960;2010;14;Autóctone
210960;2010;1;Importado
210960;2011;2;Autóctone
210960;2012;1;Autóctone
210960;2012;1;Importado
210975;2007;1;Autóctone
210975;2010;1;Autóctone
210975;2011;1;Autóctone
210975;2012;1;Autóctone
210975;2017;1;Autóctone
210975;2017;1;Importado
210980;2007;98;Autóctone
210980;2007;64;Importado
210980;2008;296;Autóctone
210980;2008;80;Importado
210980;2009;103;Autóctone
210980;2009;39;Importado
210980;2010;47;Autóctone
210980;2010;12;Importado
210980;2011;353;Autóctone
210980;2011;73;Importado
210980;2012;154;Autóctone
210980;2012;23;Importado
210980;2013;43;Autóctone
210980;2013;6;Importado
210980;2014;37;Autóctone
210980;2014;12;Importado
210980;2015;3;Autóctone
210980;2015;2;Importado
210980;2016;1;Autóctone
210980;2016;1;Importado
210980;2017;26;Autóctone
210980;2017;4;Importado
210980;2019;1;Autóctone
210980;2019;2;Importado
210990;2007;23;Autóctone
210990;2007;2;Importado
210990;2008;23;Autóctone
210990;2008;1;Importado
210990;2009;22;Autóctone
210990;2009;2;Importado
210990;2010;32;Autóctone
210990;2010;1;Importado
210990;2011;13;Autóctone
210990;2011;3;Importado
210990;2012;3;Autóctone
210990;2013;1;Importado
210990;2014;2;Autóctone
211000;2007;75;Autóctone
211000;2007;9;Importado
211000;2008;65;Autóctone
211000;2008;9;Importado
211000;2009;35;Autóctone
211000;2009;12;Importado
211000;2010;42;Autóctone
211000;2010;11;Importado
211000;2011;8;Autóctone
211000;2012;4;Autóctone
211000;2012;5;Importado
211000;2013;1;Autóctone
211000;2013;3;Importado
211000;2014;1;Autóctone
211000;2014;24;Importado
211000;2016;1;Autóctone
211000;2017;1;Autóctone
211000;2017;7;Importado
211003;2007;44;Autóctone
211003;2007;4;Importado
211003;2008;46;Autóctone
211003;2008;1;Importado
211003;2009;53;Autóctone
211003;2009;12;Importado
211003;2010;80;Autóctone
211003;2010;5;Importado
211003;2011;49;Autóctone
211003;2011;3;Importado
211003;2012;5;Autóctone
211003;2013;4;Autóctone
211003;2013;1;Importado
211003;2015;1;Autóctone
211003;2016;5;Autóctone
211003;2018;1;Autóctone
211010;2007;1;Importado
211010;2008;1;Importado
211010;2015;1;Autóctone
211010;2020;2;Autóctone
211020;2009;1;Importado
211020;2016;1;Autóctone
211023;2017;3;Autóctone
211023;2018;3;Autóctone
211027;2008;1;Importado
211030;2009;1;Autóctone
211030;2010;1;Autóctone
211030;2011;1;Autóctone
211030;2012;1;Importado
211030;2014;1;Autóctone
211030;2016;1;Autóctone
211030;2016;1;Importado
211040;2009;2;Autóctone
211050;2007;22;Autóctone
211050;2007;1;Importado
211050;2008;17;Autóctone
211050;2009;52;Autóctone
211050;2009;1;Importado
211050;2010;37;Autóctone
211070;2007;7;Autóctone
211070;2008;14;Autóctone
211070;2009;1;Importado
211070;2010;1;Importado
211080;2008;1;Importado
211085;2014;1;Autóctone
211090;2008;1;Importado
211100;2010;2;Autóctone
211100;2012;1;Importado
211100;2014;1;Autóctone
211102;2007;20;Autóctone
211102;2007;2;Importado
211102;2008;8;Autóctone
211102;2008;2;Importado
211102;2009;3;Autóctone
211102;2009;2;Importado
211102;2010;2;Importado
211102;2012;3;Autóctone
211105;2011;1;Importado
211105;2012;1;Importado
211105;2018;1;Importado
211107;2008;3;Autóctone
211107;2008;7;Importado
211107;2009;3;Autóctone
211107;2012;1;Autóctone
211107;2014;4;Autóctone
211107;2014;3;Importado
211107;2015;1;Autóctone
211120;2007;43;Autóctone
211120;2008;9;Autóctone
211120;2008;1;Importado
211120;2009;11;Autóctone
211120;2009;2;Importado
211120;2010;4;Autóctone
211120;2010;1;Importado
211120;2011;3;Autóctone
211120;2011;3;Importado
211120;2012;8;Autóctone
211120;2012;1;Importado
211120;2013;1;Autóctone
211125;2007;9;Autóctone
211125;2008;5;Autóctone
211125;2008;1;Importado
211125;2009;2;Importado
211125;2010;8;Autóctone
211125;2011;1;Autóctone
211125;2014;1;Autóctone
211125;2017;1;Autóctone
211130;2007;55;Autóctone
211130;2007;6;Importado
211130;2008;165;Autóctone
211130;2008;3;Importado
211130;2009;54;Autóctone
211130;2009;7;Importado
211130;2010;29;Autóctone
211130;2010;11;Importado
211130;2011;16;Autóctone
211130;2011;3;Importado
211130;2012;8;Autóctone
211130;2012;5;Importado
211130;2013;2;Autóctone
211130;2013;1;Importado
211130;2014;8;Autóctone
211140;2007;8;Autóctone
211140;2008;44;Autóctone
211140;2009;3;Autóctone
211140;2010;34;Autóctone
211140;2010;3;Importado
211140;2011;1;Autóctone
211140;2012;1;Importado
211140;2013;4;Autóctone
211140;2013;2;Importado
211140;2014;2;Autóctone
211150;2007;20;Autóctone
211150;2007;4;Importado
211150;2008;19;Autóctone
211150;2008;2;Importado
211150;2009;135;Autóctone
211150;2009;21;Importado
211150;2010;39;Autóctone
211150;2010;5;Importado
211150;2011;3;Autóctone
211150;2013;6;Autóctone
211150;2013;8;Importado
211150;2014;1;Autóctone
211150;2017;1;Autóctone
211153;2007;1;Importado
211153;2008;20;Autóctone
211153;2008;4;Importado
211153;2010;2;Autóctone
211153;2011;1;Autóctone
211153;2011;2;Importado
211153;2013;1;Autóctone
211153;2014;1;Autóctone
211160;2013;1;Autóctone
211163;2012;1;Importado
211163;2018;2;Importado
211167;2009;1;Importado
211167;2013;1;Importado
211167;2015;1;Autóctone
211167;2015;1;Importado
211167;2016;1;Autóctone
211167;2018;1;Importado
211170;2014;1;Importado
211172;2011;5;Importado
211172;2012;1;Importado
211176;2008;41;Autóctone
211176;2008;107;Importado
211176;2009;11;Autóctone
211176;2009;29;Importado
211176;2011;7;Importado
211178;2007;1;Autóctone
211178;2010;2;Importado
211190;2007;2;Autóctone
211190;2009;2;Autóctone
211190;2010;1;Autóctone
211190;2011;2;Autóctone
211190;2012;1;Autóctone
211190;2015;1;Autóctone
211210;2007;23;Autóctone
211210;2008;18;Autóctone
211210;2011;4;Autóctone
211210;2013;1;Autóctone
211223;2012;1;Autóctone
211223;2014;1;Autóctone
211227;2007;11;Autóctone
211227;2007;7;Importado
211227;2008;1;Importado
211227;2009;7;Autóctone
211227;2010;6;Autóctone
211227;2011;3;Autóctone
211227;2011;1;Importado
211227;2012;1;Autóctone
211227;2012;1;Importado
211230;2007;1;Autóctone
211230;2013;1;Autóctone
211230;2015;1;Autóctone
211240;2007;140;Autóctone
211240;2007;19;Importado
211240;2008;19;Autóctone
211240;2008;2;Importado
211240;2009;398;Autóctone
211240;2009;20;Importado
211240;2010;126;Autóctone
211240;2010;6;Importado
211240;2011;115;Autóctone
211240;2011;11;Importado
211240;2012;243;Autóctone
211240;2012;24;Importado
211240;2013;64;Autóctone
211240;2013;7;Importado
211240;2014;2;Autóctone
211240;2014;1;Importado
211240;2015;8;Autóctone
211240;2015;2;Importado
211240;2016;7;Autóctone
211240;2016;1;Importado
211240;2017;4;Autóctone
211240;2017;11;Importado
211245;2007;18;Autóctone
211245;2007;7;Importado
211245;2008;40;Autóctone
211245;2008;5;Importado
211245;2009;56;Autóctone
211245;2009;13;Importado
211245;2010;74;Autóctone
211245;2010;5;Importado
211245;2011;77;Autóctone
211245;2011;7;Importado
211245;2012;67;Autóctone
211245;2012;3;Importado
211245;2013;76;Autóctone
211245;2013;13;Importado
211245;2014;37;Autóctone
211245;2014;3;Importado
211245;2015;16;Autóctone
211245;2016;11;Autóctone
211245;2016;1;Importado
211245;2017;27;Autóctone
211245;2017;3;Importado
211245;2018;6;Autóctone
211245;2018;1;Importado
211245;2019;1;Autóctone
211250;2007;5;Autóctone
211250;2008;3;Autóctone
211250;2009;1;Autóctone
211250;2010;16;Autóctone
211250;2011;4;Autóctone
211260;2007;5;Autóctone
211260;2008;2;Autóctone
211260;2010;1;Autóctone
211270;2007;90;Autóctone
211270;2007;3;Importado
211270;2008;10;Autóctone
211270;2008;4;Importado
211270;2010;1;Autóctone
211270;2014;1;Autóctone
211280;2007;2;Importado
211280;2008;2;Importado
211280;2012;1;Importado
211285;2007;1;Autóctone
211285;2007;1;Importado
211285;2008;3;Autóctone
211285;2008;1;Importado
211285;2009;1;Autóctone
211285;2010;13;Autóctone
211285;2010;4;Importado
211290;2007;3;Autóctone
211290;2010;2;Autóctone
211290;2010;1;Importado
211290;2011;29;Autóctone
211290;2011;2;Importado
211290;2012;1;Importado
211300;2007;7;Autóctone
211300;2007;1;Importado
211300;2009;1;Autóctone
211300;2010;1;Autóctone
211300;2010;1;Importado
211300;2011;1;Autóctone
211300;2012;2;Autóctone
211300;2014;2;Autóctone
211300;2018;1;Importado
211300;2019;1;Autóctone
211400;2007;16;Autóctone
211400;2007;2;Importado
211400;2008;2;Autóctone
211400;2008;5;Importado
211400;2009;17;Autóctone
211400;2009;4;Importado
211400;2010;284;Autóctone
211400;2010;13;Importado
211400;2011;84;Autóctone
211400;2011;1;Importado
211400;2012;13;Autóctone
211400;2013;2;Autóctone
211400;2014;5;Autóctone
211400;2015;1;Autóctone
211400;2017;101;Autóctone
211400;2017;2;Importado
211400;2018;64;Autóctone
211400;2018;6;Importado
211400;2019;4;Autóctone
220120;2010;1;Importado
220390;2012;1;Importado
220580;2008;7;Importado
220770;2010;1;Importado
221100;2008;1;Importado
221100;2010;1;Importado
221120;2011;1;Importado
230440;2007;2;Importado
230440;2008;1;Importado
230440;2010;1;Importado
230440;2011;1;Importado
230440;2015;1;Importado
231040;2013;1;Importado
231380;2019;1;Importado
231410;2008;2;Importado
231410;2011;1;Importado
240310;2010;1;Importado
240460;2011;1;Importado
240810;2010;1;Importado
240810;2011;1;Importado
240810;2013;1;Importado
240860;2009;1;Importado
241025;2014;1;Importado
241340;2012;1;Importado
250190;2008;1;Importado
250720;2014;1;Importado
250750;2007;1;Importado
251040;2014;1;Importado
251390;2007;1;Importado
251398;2019;1;Importado
261070;2011;1;Importado
261110;2015;1;Importado
261160;2007;1;Importado
261160;2008;1;Importado
261160;2013;1;Importado
261220;2019;1;Importado
290320;2007;1;Importado
291360;2009;1;Importado
291535;2018;1;Importado
292170;2010;1;Importado
310620;2007;2;Importado
311550;2009;1;Importado
311910;2009;1;Importado
311930;2010;1;Importado
312600;2008;1;Importado
312870;2018;1;Importado
313030;2017;1;Importado
313440;2007;1;Importado
313470;2008;1;Importado
314020;2008;1;Importado
314180;2013;1;Importado
314320;2008;1;Importado
314530;2011;1;Importado
314560;2013;1;Importado
314710;2020;1;Importado
315620;2007;1;Importado
316210;2015;1;Importado
316900;2014;1;Importado
317020;2011;1;Importado
320130;2009;1;Importado
320150;2008;1;Importado
320305;2008;1;Importado
320320;2008;1;Importado
350950;2009;1;Importado
351880;2019;1;Importado
352040;2008;1;Importado
352230;2012;1;Importado
353350;2009;1;Importado
353730;2015;1;Importado
354170;2011;1;Importado
355030;2008;1;Importado
355030;2010;1;Importado
355030;2011;1;Importado
355030;2013;1;Importado
355030;2014;1;Importado
355030;2017;1;Importado
410045;2008;1;Importado
410045;2014;1;Importado
410060;2008;1;Importado
410090;2008;1;Importado
410240;2012;1;Importado
410280;2010;1;Importado
410280;2018;1;Importado
410450;2007;1;Importado
410690;2010;1;Importado
410690;2011;1;Importado
410690;2014;1;Importado
410690;2016;1;Importado
410830;2019;1;Importado
411180;2007;1;Importado
411180;2011;1;Importado
411330;2009;1;Importado
411610;2014;1;Importado
411729;2010;1;Importado
411810;2012;1;Importado
412770;2013;1;Importado
420420;2007;1;Importado
420420;2009;1;Importado
420540;2007;1;Importado
420845;2012;1;Importado
420900;2011;1;Importado
420970;2014;1;Importado
421040;2011;1;Importado
421210;2009;1;Importado
421620;2010;1;Importado
421715;2010;1;Importado
431113;2017;1;Importado
431170;2010;1;Importado
431490;2013;1;Importado
431560;2007;1;Importado
500230;2012;1;Importado
500240;2012;1;Importado
500270;2007;3;Importado
500270;2009;1;Importado
500270;2010;1;Importado
500270;2012;2;Importado
500270;2018;1;Importado
500295;2009;2;Importado
500295;2014;1;Importado
500320;2012;1;Importado
500320;2020;1;Importado
500330;2012;1;Importado
500430;2007;1;Importado
500490;2009;1;Importado
500568;2010;1;Importado
500570;2007;1;Importado
500740;2007;1;Importado
500740;2010;2;Importado
500740;2011;1;Importado
500740;2019;1;Importado
500769;2013;1;Importado
500793;2010;1;Importado
500797;2017;2;Importado
500797;2018;1;Importado
500797;2019;1;Importado
500830;2007;1;Importado
500830;2012;1;Importado
510010;2008;3;Importado
510010;2009;1;Importado
510010;2010;4;Importado
510020;2010;30;Autóctone
510020;2011;24;Autóctone
510020;2011;2;Importado
510020;2012;2;Importado
510020;2013;1;Autóctone
510020;2014;2;Autóctone
510025;2007;8;Importado
510025;2008;7;Importado
510025;2009;3;Importado
510025;2010;4;Autóctone
510025;2010;6;Importado
510025;2011;8;Autóctone
510025;2011;1;Importado
510025;2012;2;Autóctone
510025;2012;3;Importado
510025;2013;11;Autóctone
510025;2013;5;Importado
510025;2014;1;Autóctone
510025;2014;3;Importado
510025;2015;5;Importado
510025;2019;1;Autóctone
510025;2019;1;Importado
510025;2020;2;Importado
510030;2008;1;Autóctone
510030;2015;1;Autóctone
510035;2010;1;Importado
510050;2012;1;Autóctone
510060;2014;1;Importado
510060;2015;1;Importado
510080;2007;33;Autóctone
510080;2007;55;Importado
510080;2008;13;Importado
510080;2009;10;Autóctone
510080;2009;16;Importado
510080;2010;6;Autóctone
510080;2010;36;Importado
510080;2011;134;Importado
510080;2012;34;Importado
510080;2013;3;Autóctone
510080;2013;19;Importado
510080;2014;2;Autóctone
510080;2014;3;Importado
510080;2015;1;Autóctone
510080;2017;1;Importado
510080;2018;2;Importado
510080;2019;6;Importado
510080;2020;7;Importado
510100;2018;1;Importado
510130;2011;1;Autóctone
510140;2007;687;Autóctone
510140;2007;274;Importado
510140;2008;282;Autóctone
510140;2008;278;Importado
510140;2009;232;Autóctone
510140;2009;207;Importado
510140;2010;178;Autóctone
510140;2010;85;Importado
510140;2011;173;Autóctone
510140;2011;41;Importado
510140;2012;66;Autóctone
510140;2012;47;Importado
510140;2013;24;Autóctone
510140;2013;27;Importado
510140;2014;3;Autóctone
510140;2014;26;Importado
510140;2015;2;Autóctone
510140;2015;6;Importado
510140;2016;2;Autóctone
510140;2016;28;Importado
510140;2017;99;Autóctone
510140;2017;14;Importado
510140;2018;201;Autóctone
510140;2018;34;Importado
510140;2019;809;Autóctone
510140;2019;217;Importado
510140;2020;283;Autóctone
510140;2020;77;Importado
510170;2007;4;Autóctone
510170;2007;1;Importado
