src;ano;casos;group
160060;2015;339;Importado
160060;2016;1247;Autóctone
160060;2016;411;Importado
160060;2017;3368;Autóctone
160060;2017;745;Importado
160060;2018;2511;Autóctone
160060;2018;698;Importado
160060;2019;1533;Autóctone
160060;2019;564;Importado
160060;2020;163;Autóctone
160060;2020;71;Importado
160070;2007;519;Autóctone
160070;2007;276;Importado
160070;2008;213;Autóctone
160070;2008;101;Importado
160070;2009;417;Autóctone
160070;2009;155;Importado
160070;2010;266;Autóctone
160070;2010;98;Importado
160070;2011;274;Autóctone
160070;2011;134;Importado
160070;2012;443;Autóctone
160070;2012;204;Importado
160070;2013;696;Autóctone
160070;2013;339;Importado
160070;2014;475;Autóctone
160070;2014;220;Importado
160070;2015;486;Autóctone
160070;2015;147;Importado
160070;2016;734;Autóctone
160070;2016;190;Importado
160070;2017;297;Autóctone
160070;2017;105;Importado
160070;2018;301;Autóctone
160070;2018;67;Importado
160070;2019;153;Autóctone
160070;2019;43;Importado
160070;2020;16;Autóctone
160070;2020;4;Importado
160080;2007;36;Autóctone
160080;2007;16;Importado
160080;2008;35;Autóctone
160080;2008;20;Importado
160080;2009;9;Importado
160080;2010;10;Autóctone
160080;2010;12;Importado
160080;2011;11;Autóctone
160080;2011;9;Importado
160080;2012;25;Autóctone
160080;2012;19;Importado
160080;2013;11;Autóctone
160080;2013;17;Importado
160080;2014;5;Autóctone
160080;2014;16;Importado
160080;2015;3;Autóctone
160080;2015;7;Importado
160080;2016;61;Autóctone
160080;2016;40;Importado
160080;2017;61;Autóctone
160080;2017;91;Importado
160080;2018;8;Autóctone
160080;2018;13;Importado
160080;2019;7;Autóctone
160080;2019;19;Importado
160080;2020;6;Autóctone
160080;2020;2;Importado
170030;2007;5;Autóctone
170030;2007;2;Importado
170035;2012;1;Importado
170035;2013;1;Importado
170100;2010;1;Importado
170100;2017;1;Importado
170130;2007;7;Importado
170190;2008;1;Autóctone
170210;2014;1;Importado
170215;2007;1;Importado
170220;2008;2;Autóctone
170220;2009;2;Autóctone
170220;2010;3;Autóctone
170220;2010;1;Importado
170220;2011;8;Autóctone
170220;2012;1;Importado
170220;2013;7;Importado
170220;2016;1;Autóctone
170220;2017;60;Autóctone
170220;2017;3;Importado
170220;2018;6;Autóctone
170220;2018;2;Importado
170255;2007;2;Importado
170255;2008;1;Autóctone
170255;2012;2;Autóctone
170270;2012;1;Importado
170290;2008;1;Importado
170290;2010;2;Importado
170300;2009;1;Importado
170380;2007;1;Autóctone
170380;2008;1;Autóctone
170388;2007;1;Importado
170389;2010;1;Importado
170390;2007;16;Autóctone
170390;2007;3;Importado
170390;2008;1;Autóctone
170390;2008;2;Importado
170390;2009;9;Autóctone
170390;2009;2;Importado
170390;2010;4;Autóctone
170390;2010;2;Importado
170560;2009;1;Importado
170600;2007;1;Autóctone
170740;2007;1;Importado
170740;2008;1;Autóctone
170740;2008;1;Importado
170740;2009;1;Autóctone
170900;2010;1;Importado
170950;2007;1;Importado
171070;2007;1;Importado
171070;2013;10;Autóctone
171070;2013;4;Importado
171070;2014;1;Autóctone
171070;2014;1;Importado
171180;2009;2;Importado
171190;2020;1;Importado
171245;2009;2;Autóctone
171250;2009;1;Importado
171250;2016;1;Importado
171280;2010;1;Importado
171280;2016;2;Importado
171420;2012;1;Importado
171488;2007;1;Importado
171525;2012;1;Importado
171720;2007;1;Importado
171750;2007;6;Autóctone
171750;2007;1;Importado
171820;2007;2;Autóctone
171830;2009;1;Importado
171855;2007;4;Autóctone
171880;2009;1;Importado
171884;2016;1;Importado
171886;2019;1;Importado
171900;2009;1;Importado
172010;2008;1;Autóctone
172015;2010;1;Importado
172020;2007;1;Importado
172020;2013;1;Importado
172030;2007;1;Importado
172030;2008;6;Importado
172030;2010;1;Autóctone
172030;2010;1;Importado
172080;2010;1;Autóctone
172080;2013;1;Importado
172090;2014;1;Importado
172093;2007;1;Autóctone
172093;2008;1;Autóctone
172100;2009;1;Importado
172100;2010;1;Importado
172100;2018;1;Importado
172120;2012;1;Importado
172210;2007;1;Importado
172210;2011;2;Autóctone
172210;2013;2;Importado
172210;2016;5;Importado
210005;2007;2;Importado
210005;2009;6;Importado
210005;2010;2;Autóctone
210005;2010;2;Importado
210005;2011;3;Importado
210005;2012;1;Importado
210010;2009;2;Autóctone
210010;2010;1;Autóctone
210015;2007;1;Importado
210015;2010;2;Importado
210015;2012;1;Importado
210020;2007;288;Autóctone
210020;2007;15;Importado
210020;2008;264;Autóctone
210020;2008;31;Importado
210020;2009;271;Autóctone
210020;2009;44;Importado
210020;2010;67;Autóctone
210020;2010;16;Importado
210020;2011;74;Autóctone
210020;2011;18;Importado
210020;2012;35;Autóctone
210020;2012;5;Importado
210020;2013;4;Autóctone
210020;2013;1;Importado
210020;2014;4;Autóctone
210020;2016;1;Importado
210020;2018;1;Autóctone
210040;2007;10;Autóctone
210040;2008;3;Autóctone
210040;2011;1;Autóctone
210040;2011;2;Importado
210040;2012;1;Importado
210040;2015;3;Importado
210043;2007;15;Autóctone
210043;2007;1;Importado
210043;2008;8;Autóctone
210043;2008;1;Importado
210043;2009;113;Autóctone
210043;2009;5;Importado
210043;2010;97;Autóctone
210043;2010;12;Importado
210043;2013;6;Autóctone
210043;2013;1;Importado
210043;2014;1;Autóctone
210043;2015;3;Autóctone
210043;2016;1;Autóctone
210043;2016;1;Importado
210043;2018;1;Autóctone
210047;2007;73;Autóctone
210047;2007;4;Importado
210047;2008;20;Autóctone
210047;2009;5;Autóctone
210047;2009;4;Importado
210047;2010;13;Autóctone
210047;2010;1;Importado
210047;2011;3;Autóctone
210047;2011;5;Importado
210047;2012;2;Autóctone
210047;2014;4;Autóctone
210055;2007;79;Autóctone
210055;2007;25;Importado
210055;2008;60;Autóctone
210055;2008;29;Importado
210055;2009;167;Autóctone
210055;2009;58;Importado
210055;2010;133;Autóctone
210055;2010;25;Importado
210055;2011;86;Autóctone
210055;2011;19;Importado
210055;2012;7;Autóctone
210055;2012;6;Importado
210055;2013;9;Autóctone
210055;2013;4;Importado
210055;2014;103;Autóctone
210055;2014;69;Importado
210055;2015;7;Autóctone
210055;2015;5;Importado
210055;2016;2;Autóctone
210055;2016;7;Importado
210055;2017;3;Autóctone
210055;2017;23;Importado
210055;2018;10;Autóctone
210055;2018;4;Importado
210060;2007;5;Autóctone
210060;2007;10;Importado
210060;2009;3;Autóctone
210060;2009;1;Importado
210080;2007;1;Autóctone
210080;2011;1;Importado
210083;2007;1;Importado
210083;2009;8;Autóctone
210083;2010;26;Autóctone
210083;2011;11;Autóctone
210083;2011;2;Importado
210083;2012;15;Autóctone
210087;2007;12;Autóctone
210087;2007;8;Importado
210087;2008;53;Autóctone
210087;2008;9;Importado
210087;2009;9;Autóctone
210087;2009;4;Importado
210087;2010;1;Autóctone
210087;2010;4;Importado
210087;2011;4;Autóctone
210087;2011;14;Importado
210087;2012;3;Autóctone
210087;2014;1;Importado
210087;2017;4;Autóctone
210087;2017;11;Importado
210087;2018;3;Autóctone
210087;2018;8;Importado
210095;2007;3;Autóctone
210095;2007;1;Importado
210095;2008;10;Autóctone
210095;2008;4;Importado
210095;2009;6;Autóctone
210095;2009;4;Importado
210095;2010;16;Autóctone
210095;2011;1;Autóctone
210095;2011;1;Importado
210095;2012;7;Autóctone
210095;2012;1;Importado
210095;2013;1;Autóctone
210095;2014;6;Autóctone
210095;2015;1;Autóctone
210095;2017;1;Autóctone
210095;2017;4;Importado
210095;2018;1;Importado
210095;2019;5;Autóctone
210095;2020;1;Importado
210100;2007;1;Importado
210100;2011;4;Autóctone
210100;2011;1;Importado
210110;2007;73;Autóctone
210110;2007;4;Importado
210110;2008;62;Autóctone
210110;2008;5;Importado
210110;2009;18;Autóctone
210110;2009;3;Importado
210110;2010;9;Autóctone
210110;2011;1;Autóctone
210120;2007;61;Autóctone
210120;2007;7;Importado
210120;2008;88;Autóctone
210120;2008;2;Importado
210120;2009;35;Autóctone
210120;2009;1;Importado
210120;2010;64;Autóctone
210120;2010;8;Importado
210120;2011;25;Autóctone
210120;2011;1;Importado
210120;2012;4;Autóctone
210120;2012;1;Importado
210120;2013;3;Autóctone
210120;2015;1;Autóctone
210120;2016;4;Autóctone
210120;2019;1;Importado
210125;2009;1;Autóctone
210125;2009;1;Importado
210125;2010;1;Importado
210130;2007;2;Importado
210130;2009;2;Autóctone
210130;2010;1;Autóctone
210140;2007;1;Autóctone
210140;2007;1;Importado
210140;2009;1;Importado
210140;2016;1;Importado
210140;2019;1;Importado
210160;2007;1;Importado
210160;2009;4;Importado
210160;2010;1;Importado
210160;2011;1;Autóctone
210160;2012;2;Importado
210160;2018;2;Autóctone
210160;2018;1;Importado
210160;2020;2;Autóctone
210160;2020;1;Importado
210170;2007;1;Importado
210170;2008;2;Autóctone
210170;2010;1;Importado
210170;2013;1;Importado
210173;2010;1;Autóctone
210177;2007;7;Autóctone
210177;2007;1;Importado
210177;2008;2;Autóctone
210177;2008;2;Importado
210177;2009;16;Autóctone
210177;2009;2;Importado
210177;2010;12;Autóctone
210177;2010;3;Importado
210177;2011;1;Importado
210180;2011;8;Autóctone
210180;2011;1;Importado
210190;2007;2;Autóctone
210190;2007;4;Importado
210190;2008;9;Autóctone
210190;2008;5;Importado
210190;2009;3;Autóctone
210190;2011;1;Autóctone
210190;2011;1;Importado
210193;2007;1;Autóctone
210197;2007;167;Autóctone
210197;2007;143;Importado
210197;2008;55;Autóctone
210197;2008;110;Importado
210197;2009;31;Autóctone
210197;2009;50;Importado
210197;2010;12;Autóctone
210197;2010;10;Importado
210197;2011;118;Autóctone
210197;2011;29;Importado
210197;2012;27;Autóctone
210197;2012;7;Importado
210197;2014;2;Importado
210197;2017;3;Autóctone
210197;2017;2;Importado
210197;2018;1;Autóctone
210197;2019;2;Importado
210197;2020;1;Importado
210200;2007;114;Autóctone
210200;2007;66;Importado
210200;2008;32;Autóctone
210200;2008;10;Importado
210200;2009;18;Autóctone
210200;2009;6;Importado
210200;2010;11;Autóctone
210200;2010;17;Importado
210200;2011;4;Autóctone
210200;2011;6;Importado
210200;2012;1;Autóctone
210200;2012;4;Importado
210200;2013;4;Autóctone
210200;2013;5;Importado
210200;2014;1;Autóctone
210200;2014;4;Importado
210200;2016;1;Autóctone
210200;2016;1;Importado
210200;2017;10;Importado
210200;2018;1;Autóctone
210200;2018;1;Importado
210200;2019;4;Autóctone
210200;2019;6;Importado
210200;2020;2;Autóctone
210203;2007;1;Autóctone
210203;2008;2;Importado
210203;2009;3;Importado
210203;2010;15;Autóctone
210203;2010;8;Importado
210203;2011;5;Autóctone
210203;2011;2;Importado
210203;2012;2;Autóctone
210203;2012;1;Importado
210203;2013;1;Importado
210203;2018;1;Autóctone
210203;2019;1;Importado
210210;2007;3;Autóctone
210210;2009;8;Autóctone
210210;2010;8;Autóctone
210210;2012;1;Importado
210210;2019;1;Importado
210215;2008;1;Importado
210215;2009;2;Autóctone
210215;2011;4;Autóctone
210215;2012;40;Autóctone
210215;2012;13;Importado
210215;2013;4;Autóctone
210215;2014;3;Autóctone
210215;2015;1;Autóctone
210215;2016;3;Autóctone
210215;2017;1;Importado
210220;2007;2;Autóctone
210220;2008;4;Autóctone
210220;2010;1;Autóctone
210220;2014;1;Autóctone
210220;2015;1;Autóctone
210220;2016;1;Autóctone
210230;2009;19;Autóctone
210230;2010;16;Autóctone
210232;2007;4;Autóctone
210232;2007;2;Importado
210232;2008;1;Autóctone
210232;2009;4;Autóctone
210232;2009;1;Importado
210232;2010;26;Autóctone
210232;2010;5;Importado
210232;2011;1;Autóctone
210232;2011;2;Importado
210232;2012;1;Autóctone
210232;2012;4;Importado
210232;2014;1;Autóctone
210232;2014;13;Importado
210232;2016;1;Autóctone
210235;2009;1;Importado
210237;2007;5;Autóctone
210237;2007;4;Importado
210237;2008;33;Autóctone
210237;2008;2;Importado
210237;2009;22;Autóctone
210237;2010;9;Autóctone
210237;2010;2;Importado
210237;2011;4;Autóctone
210240;2008;1;Importado
210250;2007;11;Autóctone
210250;2007;41;Importado
210250;2008;1;Autóctone
210250;2008;2;Importado
210255;2007;2;Importado
210260;2007;397;Autóctone
210260;2007;151;Importado
210260;2008;155;Autóctone
210260;2008;99;Importado
210260;2009;446;Autóctone
210260;2009;111;Importado
210260;2010;144;Autóctone
210260;2010;70;Importado
210260;2011;100;Autóctone
210260;2011;52;Importado
210260;2012;46;Autóctone
210260;2012;21;Importado
210260;2013;47;Autóctone
210260;2013;27;Importado
210260;2014;78;Autóctone
210260;2014;70;Importado
210260;2015;13;Autóctone
210260;2015;19;Importado
210260;2016;8;Autóctone
210260;2016;17;Importado
210260;2017;33;Autóctone
210260;2017;23;Importado
210260;2018;4;Autóctone
210260;2018;4;Importado
210260;2019;1;Importado
210270;2007;32;Autóctone
210270;2007;3;Importado
210270;2009;19;Autóctone
210270;2009;7;Importado
210275;2007;1;Autóctone
210275;2010;1;Autóctone
210290;2007;20;Autóctone
210290;2007;8;Importado
210290;2008;10;Autóctone
210290;2008;9;Importado
210290;2009;130;Autóctone
210290;2009;8;Importado
210290;2010;19;Autóctone
210290;2010;10;Importado
210290;2011;14;Autóctone
210290;2011;2;Importado
210290;2012;1;Importado
210290;2013;1;Autóctone
210290;2013;2;Importado
210290;2015;1;Importado
210300;2007;2;Autóctone
210300;2009;5;Autóctone
210300;2009;2;Importado
210300;2010;2;Autóctone
210300;2010;1;Importado
210300;2011;6;Autóctone
210300;2014;11;Autóctone
210300;2017;2;Importado
210300;2018;1;Importado
210310;2007;5;Autóctone
210310;2007;1;Importado
210310;2008;1;Importado
210310;2009;19;Autóctone
210310;2010;5;Autóctone
210310;2011;116;Autóctone
210310;2011;3;Importado
210310;2012;40;Autóctone
210310;2012;1;Importado
210310;2013;1;Autóctone
210312;2007;1;Importado
210312;2011;2;Importado
210315;2007;35;Autóctone
210315;2007;14;Importado
210315;2008;10;Autóctone
210315;2008;7;Importado
210315;2009;27;Autóctone
210315;2009;7;Importado
210315;2010;9;Autóctone
210315;2010;8;Importado
210315;2011;6;Autóctone
210315;2011;2;Importado
210315;2012;10;Autóctone
210315;2015;2;Autóctone
210315;2020;1;Autóctone
210317;2007;894;Autóctone
210317;2007;223;Importado
210317;2008;259;Autóctone
210317;2008;228;Importado
210317;2009;540;Autóctone
210317;2009;327;Importado
210317;2010;141;Autóctone
210317;2010;349;Importado
210317;2011;51;Autóctone
210317;2011;131;Importado
210317;2012;8;Autóctone
210317;2012;23;Importado
210317;2013;1;Autóctone
210317;2013;7;Importado
210317;2014;2;Autóctone
210317;2014;1;Importado
210317;2015;2;Autóctone
210317;2016;18;Autóctone
210317;2017;44;Autóctone
210317;2017;4;Importado
210317;2018;34;Autóctone
210317;2018;17;Importado
210317;2019;10;Autóctone
210317;2020;3;Autóctone
210320;2007;1;Autóctone
210320;2009;1;Importado
210320;2016;2;Autóctone
210320;2017;1;Importado
210325;2007;2;Autóctone
210325;2010;1;Importado
210330;2007;6;Autóctone
210330;2008;5;Autóctone
210330;2008;1;Importado
210330;2009;28;Autóctone
210330;2009;2;Importado
210330;2010;3;Autóctone
210330;2012;1;Autóctone
210330;2012;1;Importado
210330;2013;38;Autóctone
210330;2013;3;Importado
210330;2014;84;Autóctone
210330;2014;7;Importado
210330;2019;1;Autóctone
210350;2009;1;Autóctone
210350;2010;1;Autóctone
210350;2011;1;Autóctone
210350;2012;1;Importado
210350;2018;1;Autóctone
210355;2007;69;Autóctone
210355;2007;4;Importado
210355;2008;1;Autóctone
210355;2008;1;Importado
210355;2009;1;Importado
210355;2010;17;Autóctone
210355;2010;7;Importado
210355;2011;20;Autóctone
210355;2011;2;Importado
210355;2012;5;Autóctone
210355;2013;4;Autóctone
210355;2013;1;Importado
210355;2014;1;Importado
210355;2015;2;Autóctone
210355;2020;2;Importado
210360;2007;12;Autóctone
210360;2007;10;Importado
210360;2008;1;Autóctone
210360;2008;2;Importado
210360;2009;6;Autóctone
210360;2009;112;Importado
210360;2010;18;Autóctone
210360;2010;19;Importado
210360;2011;4;Autóctone
210360;2012;1;Autóctone
210360;2013;1;Autóctone
210370;2007;1;Autóctone
210370;2008;1;Autóctone
210370;2008;1;Importado
210370;2009;3;Importado
210370;2010;1;Autóctone
210370;2010;1;Importado
210370;2012;2;Importado
210375;2007;6;Autóctone
210375;2007;4;Importado
210375;2008;1;Importado
210375;2009;1;Autóctone
210375;2010;4;Autóctone
210375;2014;1;Autóctone
210375;2015;1;Autóctone
210380;2007;4;Autóctone
210380;2008;2;Autóctone
210380;2010;2;Autóctone
210380;2011;2;Importado
210390;2008;7;Autóctone
210400;2016;8;Autóctone
210400;2016;3;Importado
210400;2019;2;Autóctone
210405;2007;14;Autóctone
210405;2011;1;Autóctone
210405;2013;4;Importado
210409;2008;1;Autóctone
210409;2009;2;Autóctone
210409;2013;1;Autóctone
210420;2007;1;Autóctone
210420;2008;3;Autóctone
210420;2008;1;Importado
210420;2009;55;Autóctone
210420;2009;5;Importado
210420;2010;53;Autóctone
210420;2010;19;Importado
210420;2011;12;Autóctone
210420;2012;13;Autóctone
210420;2013;3;Autóctone
210420;2013;1;Importado
210420;2014;1;Autóctone
210420;2019;1;Autóctone
210430;2007;11;Autóctone
210430;2007;3;Importado
210430;2008;4;Autóctone
210430;2008;1;Importado
210430;2009;16;Autóctone
210430;2009;4;Importado
210430;2010;8;Autóctone
210430;2010;4;Importado
210430;2011;4;Autóctone
210430;2012;8;Autóctone
210430;2012;2;Importado
210430;2013;1;Autóctone
210430;2013;1;Importado
210430;2014;1;Autóctone
210430;2014;1;Importado
210430;2017;1;Autóctone
210430;2017;1;Importado
210430;2018;1;Importado
210440;2009;7;Autóctone
210440;2010;5;Autóctone
210440;2011;23;Autóctone
210440;2012;1;Autóctone
210440;2016;3;Autóctone
210440;2018;1;Autóctone
210450;2007;5;Autóctone
210450;2008;1;Autóctone
210450;2010;2;Autóctone
210450;2011;2;Autóctone
210450;2012;1;Autóctone
210450;2017;1;Autóctone
210460;2009;1;Autóctone
210460;2010;1;Autóctone
210460;2011;1;Autóctone
210460;2013;1;Importado
210462;2007;6;Autóctone
210462;2008;3;Autóctone
210462;2009;9;Autóctone
210462;2010;2;Autóctone
210462;2011;3;Autóctone
210462;2012;5;Autóctone
210462;2015;1;Autóctone
210462;2016;1;Autóctone
210465;2007;4;Autóctone
210465;2008;1;Autóctone
210465;2009;4;Importado
210465;2010;1;Importado
210465;2012;1;Autóctone
210465;2013;1;Autóctone
210465;2019;7;Autóctone
210467;2007;173;Autóctone
210467;2007;111;Importado
210467;2008;78;Autóctone
210467;2008;38;Importado
210467;2009;90;Autóctone
210467;2009;63;Importado
210467;2010;60;Autóctone
210467;2010;14;Importado
210467;2011;87;Autóctone
210467;2011;56;Importado
210467;2012;22;Autóctone
210467;2012;15;Importado
210467;2013;7;Autóctone
210467;2013;4;Importado
210467;2014;18;Autóctone
210467;2014;31;Importado
210467;2015;24;Autóctone
210467;2015;28;Importado
210467;2016;10;Autóctone
210467;2016;10;Importado
210467;2017;3;Autóctone
210467;2017;3;Importado
210467;2018;2;Autóctone
210467;2019;2;Autóctone
210470;2009;1;Importado
210480;2009;6;Autóctone
210480;2010;3;Autóctone
210480;2011;5;Autóctone
210480;2012;1;Importado
210480;2015;3;Importado
210480;2016;1;Importado
210480;2017;1;Autóctone
210480;2018;12;Autóctone
210480;2018;3;Importado
210480;2019;9;Autóctone
210480;2019;2;Importado
210480;2020;3;Autóctone
210490;2007;41;Autóctone
210490;2007;2;Importado
210490;2008;15;Autóctone
210490;2008;2;Importado
210490;2009;45;Autóctone
210490;2010;57;Autóctone
210490;2010;1;Importado
210490;2011;325;Autóctone
210490;2011;19;Importado
210490;2012;34;Autóctone
210490;2015;1;Importado
210500;2007;11;Autóctone
210500;2007;1;Importado
210500;2008;3;Autóctone
210500;2008;2;Importado
210500;2009;1;Autóctone
210500;2010;1;Autóctone
210500;2011;1;Importado
210510;2007;151;Autóctone
210510;2007;38;Importado
210510;2008;52;Autóctone
210510;2008;10;Importado
210510;2009;26;Autóctone
210510;2009;4;Importado
210510;2010;16;Autóctone
210510;2010;3;Importado
210510;2011;3;Autóctone
210510;2011;1;Importado
210510;2012;2;Importado
210510;2014;1;Autóctone
210515;2007;3;Autóctone
210515;2008;1;Autóctone
210515;2012;1;Autóctone
210515;2013;3;Autóctone
210520;2010;1;Autóctone
210520;2010;1;Importado
210520;2014;1;Autóctone
210520;2016;1;Importado
210530;2007;2;Importado
210530;2008;4;Importado
210530;2009;2;Importado
210530;2010;8;Autóctone
210530;2010;1;Importado
210530;2011;1;Importado
210530;2012;1;Importado
210530;2013;2;Autóctone
210530;2013;1;Importado
210530;2015;1;Autóctone
210530;2016;2;Autóctone
210530;2017;1;Importado
210535;2007;1;Autóctone
210535;2008;1;Autóctone
210535;2008;1;Importado
210535;2009;2;Autóctone
210535;2010;4;Autóctone
210535;2010;1;Importado
210535;2011;1;Autóctone
210535;2013;1;Autóctone
210535;2013;2;Importado
210535;2016;1;Autóctone
210535;2016;1;Importado
210535;2017;12;Autóctone
210535;2017;3;Importado
210535;2018;3;Autóctone
210535;2019;3;Autóctone
210535;2020;1;Autóctone
210540;2007;12;Autóctone
210540;2007;5;Importado
210540;2008;1;Autóctone
210540;2008;4;Importado
210542;2007;2;Autóctone
210542;2007;1;Importado
210542;2008;2;Autóctone
210542;2008;4;Importado
210542;2009;1;Autóctone
210542;2009;3;Importado
210542;2010;10;Importado
210542;2011;6;Importado
210542;2012;2;Importado
210542;2015;2;Importado
210542;2016;1;Autóctone
210542;2017;1;Autóctone
210545;2010;2;Autóctone
210547;2008;1;Importado
210547;2015;1;Autóctone
210547;2017;9;Autóctone
210547;2017;4;Importado
210547;2018;93;Autóctone
210547;2018;47;Importado
210547;2019;35;Autóctone
210547;2019;5;Importado
210547;2020;8;Importado
210550;2007;1;Autóctone
210550;2008;1;Autóctone
210550;2009;2;Autóctone
210550;2010;1;Autóctone
210560;2007;9;Autóctone
210560;2008;1;Autóctone
210560;2008;1;Importado
210560;2009;2;Autóctone
210560;2010;3;Autóctone
210560;2010;1;Importado
210560;2011;5;Autóctone
210560;2011;1;Importado
210560;2012;3;Autóctone
210560;2013;3;Autóctone
210560;2014;4;Autóctone
210560;2015;3;Autóctone
210565;2007;10;Autóctone
210565;2007;1;Importado
210565;2008;11;Autóctone
210565;2008;4;Importado
210565;2009;58;Autóctone
210565;2009;36;Importado
210565;2010;4;Autóctone
210565;2010;9;Importado
210565;2011;2;Autóctone
210565;2011;10;Importado
210565;2012;1;Importado
210565;2013;1;Autóctone
210570;2007;1;Importado
210570;2008;2;Autóctone
210570;2008;1;Importado
210570;2009;2;Importado
210570;2010;12;Autóctone
210570;2010;2;Importado
210570;2011;3;Autóctone
210570;2011;1;Importado
210570;2012;5;Autóctone
210570;2014;6;Autóctone
210570;2015;1;Autóctone
210570;2016;5;Autóctone
210570;2017;5;Autóctone
210580;2007;1;Importado
210590;2007;55;Autóctone
210590;2007;6;Importado
210590;2008;1;Autóctone
210590;2010;5;Autóctone
210594;2008;1;Importado
210596;2010;9;Autóctone
210596;2010;8;Importado
210596;2011;2;Autóctone
210596;2013;1;Autóctone
210596;2018;2;Autóctone
210596;2018;3;Importado
210596;2020;1;Importado
210598;2013;1;Importado
210600;2007;1;Autóctone
210600;2007;1;Importado
210600;2014;1;Autóctone
210600;2016;1;Autóctone
210620;2007;8;Autóctone
210620;2007;2;Importado
210620;2009;15;Autóctone
210620;2009;4;Importado
210620;2010;28;Autóctone
210620;2010;1;Importado
210620;2015;1;Importado
210632;2007;98;Autóctone
210632;2007;65;Importado
210632;2008;37;Autóctone
210632;2008;22;Importado
210632;2009;43;Autóctone
210632;2009;46;Importado
210632;2010;18;Autóctone
210632;2010;29;Importado
210632;2011;12;Autóctone
210632;2011;10;Importado
210632;2012;3;Autóctone
210632;2012;6;Importado
210632;2013;12;Autóctone
210632;2013;6;Importado
210632;2014;8;Autóctone
210632;2014;2;Importado
210632;2015;9;Autóctone
210632;2015;16;Importado
210632;2016;10;Autóctone
210632;2016;2;Importado
210632;2017;6;Autóctone
210632;2017;3;Importado
210632;2018;4;Autóctone
210632;2019;1;Autóctone
210635;2007;1;Autóctone
210635;2007;2;Importado
210635;2009;1;Autóctone
210635;2010;3;Autóctone
210635;2013;1;Importado
210635;2014;4;Autóctone
210635;2016;4;Autóctone
210635;2016;2;Importado
210635;2018;6;Autóctone
210635;2018;3;Importado
210635;2020;1;Autóctone
210637;2007;19;Importado
210637;2008;4;Importado
210637;2009;1;Autóctone
210637;2009;5;Importado
210637;2010;2;Autóctone
210637;2010;9;Importado
210637;2011;4;Autóctone
210637;2011;3;Importado
210637;2012;1;Autóctone
210637;2012;1;Importado
210637;2013;1;Autóctone
210637;2013;1;Importado
210637;2016;1;Importado
210637;2017;1;Autóctone
210637;2018;1;Importado
210640;2011;1;Autóctone
210640;2014;1;Autóctone
210650;2007;1;Importado
210650;2008;3;Autóctone
210650;2008;2;Importado
210650;2010;1;Importado
210650;2011;2;Importado
210650;2012;1;Autóctone
210660;2009;1;Autóctone
210660;2011;1;Autóctone
210660;2016;2;Autóctone
210663;2007;40;Autóctone
210663;2007;7;Importado
210663;2009;15;Importado
210663;2010;1;Importado
210667;2009;1;Autóctone
210675;2007;1;Autóctone
210675;2007;1;Importado
210675;2008;1;Importado
210680;2007;1;Autóctone
210680;2007;3;Importado
210680;2011;4;Autóctone
210680;2012;1;Autóctone
210680;2013;1;Autóctone
210680;2014;1;Autóctone
210690;2007;513;Autóctone
210690;2007;88;Importado
210690;2008;5;Autóctone
210690;2008;3;Importado
210690;2009;3;Autóctone
210690;2009;3;Importado
210690;2010;40;Autóctone
210690;2010;7;Importado
210690;2011;1;Importado
210690;2013;1;Importado
210710;2007;3;Autóctone
210710;2008;2;Autóctone
210710;2009;7;Autóctone
210710;2009;1;Importado
210710;2010;3;Autóctone
210710;2011;1;Importado
210720;2007;1;Autóctone
210735;2007;53;Autóctone
210735;2007;16;Importado
210735;2008;23;Autóctone
210735;2008;8;Importado
210735;2009;25;Autóctone
210735;2009;5;Importado
210735;2010;16;Autóctone
210735;2010;3;Importado
210735;2011;3;Autóctone
210735;2011;4;Importado
210735;2012;3;Autóctone
210735;2013;2;Importado
210735;2014;19;Autóctone
210735;2015;9;Autóctone
210735;2016;1;Autóctone
210735;2018;1;Autóctone
210735;2018;2;Importado
210735;2020;1;Autóctone
210740;2007;2;Autóctone
210740;2010;1;Autóctone
210740;2011;2;Autóctone
210740;2012;5;Autóctone
210740;2012;1;Importado
210740;2013;4;Autóctone
210740;2014;1;Autóctone
210740;2015;1;Autóctone
210745;2007;3;Autóctone
210745;2007;1;Importado
210745;2008;1;Autóctone
210745;2010;2;Autóctone
210745;2011;2;Autóctone
210745;2011;1;Importado
210745;2012;1;Autóctone
210745;2013;2;Autóctone
210750;2007;36;Autóctone
210750;2007;4;Importado
210750;2008;1;Autóctone
210750;2008;4;Importado
210750;2010;1;Autóctone
210750;2011;2;Autóctone
210750;2013;1;Autóctone
210750;2016;1;Autóctone
210750;2017;1;Autóctone
210760;2008;1;Autóctone
210760;2009;1;Autóctone
210760;2012;1;Autóctone
210760;2013;3;Autóctone
210770;2009;2;Autóctone
210770;2009;1;Importado
210770;2010;2;Importado
210770;2011;3;Importado
210770;2012;1;Autóctone
210770;2015;1;Importado
210770;2016;1;Autóctone
210770;2016;1;Importado
210770;2017;1;Importado
210780;2009;7;Autóctone
210780;2009;7;Importado
210780;2010;54;Autóctone
210780;2010;10;Importado
210780;2011;2;Autóctone
210780;2013;1;Autóctone
210800;2010;2;Autóctone
210800;2011;2;Autóctone
210800;2012;2;Autóctone
210800;2012;1;Importado
210810;2007;6;Autóctone
210810;2008;4;Autóctone
210810;2009;6;Autóctone
